Trade_Date,Company_Name,Symbol,Series,Market_Status,Prev_Close,Open,High,Low,Close,Last_Price,Daily_Return_%,Intraday_Range,Intraday_Range_%,Open_to_Close_%
2026-09-08,AJOONI BIOTECH LIMITED        ,AJOONI    ,EQ,N,3.49,3.54,3.55,3.41,3.44,3.49,-1.432664756446999,0.13999999999999968,4.011461318051566,-2.8248587570621493
2026-09-08,AKASH INFRA-PROJECTS LTD      ,AKASH     ,EQ,N,25.69,25.69,25.69,25.0,25.09,25.02,-2.33553912028027,0.6900000000000013,2.685869988322309,-2.33553912028027
2026-09-08,A K CAPITAL SERVICES LTD.     ,AKCAPIT   ,EQ,N,1733.5,1751.9,1775.0,1738.1,1772.2,1775.0,2.2324776463801586,36.90000000000009,2.128641476781084,1.1587419373251873
2026-09-08,AKG EXIM LIMITED              ,AKG       ,EQ,N,9.38,9.39,9.95,9.38,9.83,9.55,4.797441364605535,0.5699999999999985,6.076759061833672,4.685835995740144
2026-09-08,AKI INDIA LIMITED             ,AKI       ,EQ,N,7.94,8.21,8.34,7.15,7.15,7.16,-9.949622166246852,1.1899999999999995,14.987405541561705,-12.91108404384897
2026-09-08,AKSHAR SPINTEX LIMITED        ,AKSHAR    ,EQ,N,0.42,0.43,0.44,0.42,0.42,0.42,0.0,0.020000000000000018,4.761904761904766,-2.325581395348839
2026-09-08,AKUMS DRUGS AND PHARMA L      ,AKUMS     ,EQ,N,754.65,754.05,757.75,733.15,736.6,735.2,-2.3918372755582,24.600000000000023,3.259789306300937,-2.3141701478681695
2026-09-08,ALANKIT LIMITED               ,ALANKIT   ,EQ,N,8.16,8.04,8.23,7.85,7.99,8.03,-2.0833333333333326,0.3800000000000008,4.656862745098049,-0.6218905472636684
2026-09-08,ALBERT DAVID LIMITED          ,ALBERTDAVD,EQ,N,863.0,863.0,867.8,840.0,844.05,841.95,-2.195828505214374,27.799999999999955,3.2213209733487775,-2.195828505214374
2026-09-08,ALEMBIC LIMITED               ,ALEMBICLTD,EQ,N,108.05,109.1,112.08,107.24,109.73,110.0,1.5548357242017647,4.840000000000003,4.479407681628879,0.5774518790100913
2026-09-08,ALGOQUANT FINTECH LIMITED     ,ALGOQUANT ,EQ,N,63.89,63.89,64.4,63.5,63.7,63.77,-0.2973861324150849,0.9000000000000057,1.4086711535451646,-0.2973861324150849
2026-09-08,ALICON CASTALLOY LIMITED      ,ALICON    ,EQ,N,681.75,681.75,700.0,670.0,695.45,700.0,2.0095342867620163,30.0,4.400440044004401,2.0095342867620163
2026-09-08,ALIVUS LIFE SCIENCES LTD      ,ALIVUS    ,EQ,N,1388.9,1390.7,1399.8,1364.6,1372.0,1374.9,-1.216790265677881,35.200000000000045,2.534379724962203,-1.3446465808585637
2026-09-08,ALKALI METALS LTD             ,ALKALI    ,EQ,N,78.66,86.99,93.95,85.0,87.34,88.0,11.03483346046276,8.950000000000003,11.378082888380375,0.4023450971376119
2026-09-08,ALKEM LABORATORIES LTD.       ,ALKEM     ,EQ,N,5242.5,5172.5,5206.5,5129.5,5181.0,5181.0,-1.17310443490701,77.0,1.4687649022412972,0.16433059449009182
2026-09-08,ALKYL AMINES CHEM. LTD        ,ALKYLAMINE,EQ,N,1986.3,1999.9,2015.0,1960.1,1970.7,1975.1,-0.7853798519861002,54.90000000000009,2.763932940643412,-1.4600730036501848
2026-09-08,ALLCARGO LOGISTICS LTD        ,ALLCARGO  ,EQ,N,12.67,12.67,13.24,12.6,13.02,13.07,2.7624309392265163,0.6400000000000006,5.051302288871354,2.7624309392265163
2026-09-08,ALLDIGI TECH LIMITED          ,ALLDIGI   ,EQ,N,810.3,810.3,813.6,801.55,804.9,802.0,-0.6664198445020335,12.050000000000068,1.487103541898071,-0.6664198445020335
2026-09-08,ALL TIME PLASTICS LIMITED     ,ALLTIME   ,EQ,N,214.65,215.0,216.0,209.5,211.46,211.8,-1.4861402282785918,6.5,3.028185418122525,-1.6465116279069731
2026-09-08,ALMONDZ GLOBAL SEC LTD        ,ALMONDZ   ,EQ,N,19.2,19.95,20.0,19.02,19.61,19.6,2.1354166666666674,0.9800000000000004,5.10416666666667,-1.7042606516290721
2026-09-08,ALOK INDUSTRIES LIMITED       ,ALOKINDS  ,EQ,N,7.6,7.64,7.89,7.38,7.46,7.55,-1.8421052631578907,0.5099999999999998,6.710526315789471,-2.356020942408373
2026-09-08,ALPA LABORATORIES LTD         ,ALPA      ,EQ,N,62.17,62.0,65.0,61.7,63.17,63.0,1.608492842206852,3.299999999999997,5.308026379282608,1.8870967741935512
2026-09-08,KOTAKMAMC - KOTAKALPHA        ,ALPHA     ,EQ,N,53.97,53.98,54.23,53.42,54.14,54.03,0.31498980915323643,0.8099999999999952,1.500833796553632,0.2964060763245715
2026-09-08,MIRAEAMC - ALPHAETF           ,ALPHAETF  ,EQ,N,26.57,26.5,26.8,26.5,26.71,26.71,0.5269100489273638,0.3000000000000007,1.1290929619872063,0.7924528301886825
2026-09-08,ALPINE TEXWORLD LIMITED       ,ALPINETEX ,EQ,N,63.17,63.17,64.75,62.0,62.6,62.7,-0.9023270539813206,2.75,4.353332277980053,-0.9023270539813206
2026-09-08,ICICIPRAMC - ICICIALPLV       ,ALPL30IETF,EQ,N,27.49,27.5,27.5,27.41,27.46,27.46,-0.10913059294287954,0.08999999999999986,0.32739177882866444,-0.14545454545454234
2026-09-08,ALUFLUORIDE LTD.              ,ALUFLUOR  ,EQ,N,499.15,502.5,506.0,498.0,503.75,506.0,0.9215666633276616,8.0,1.6027246318741861,0.24875621890547264
2026-09-08,AMAGI MEDIA LABS LIMITED      ,AMAGI     ,EQ,N,575.15,568.15,578.85,564.5,576.15,575.0,0.1738676866904286,14.350000000000023,2.4950013040076544,1.4080788524157353
2026-09-08,AMAL LTD.                     ,AMAL      ,EQ,N,758.85,764.0,764.0,745.15,757.85,759.0,-0.1317783488172893,18.850000000000023,2.4840218752059067,-0.8049738219895259
2026-09-08,AMARJOTHI SPINNING MILL L     ,AMARJOTHI ,EQ,N,160.0,161.0,162.9,161.0,161.05,161.0,0.6562500000000071,1.9000000000000057,1.1875000000000036,0.031055900621125072
2026-09-08,AMBER ENTERPRISES (I) LTD     ,AMBER     ,EQ,N,7439.0,7405.5,7430.5,7278.0,7308.0,7308.0,-1.76098938029305,152.5,2.0500067213335122,-1.316589021673081
2026-09-08,AMBICA AGAR & AROMAINDLTD     ,AMBICAAGAR,EQ,N,26.83,27.0,27.2,25.01,25.44,25.84,-5.180767797241883,2.1899999999999977,8.162504658963838,-5.777777777777773
2026-09-08,AMBIKA COTTON MILL LTD.       ,AMBIKCO   ,EQ,N,1642.8,1658.9,1658.9,1613.5,1631.9,1628.0,-0.6635013391770066,45.40000000000009,2.7635743851960126,-1.627584543974923
2026-09-08,AMBUJA CEMENTS LTD            ,AMBUJACEM ,EQ,N,398.6,398.0,400.95,395.15,398.3,398.3,-0.07526342197692207,5.800000000000011,1.4550928248871076,0.0753768844221134
2026-09-08,AMD INDUSTRIES LIMITED        ,AMDIND    ,EQ,N,60.3,61.99,61.99,59.01,60.02,59.51,-0.46434494195687237,2.980000000000004,4.941956882255397,-3.1779319245039503
2026-09-08,AMJ LAND HOLDINGS LIMITED     ,AMJLAND   ,EQ,N,39.08,39.7,39.71,37.3,39.05,38.91,-0.07676560900716771,2.4100000000000037,6.166837256908915,-1.6372795969773442
2026-09-08,AMINES & PLASTICIZERS LTD     ,AMNPLST   ,EQ,N,168.22,173.7,173.7,165.52,167.82,167.0,-0.23778385447628445,8.179999999999978,4.862679824039935,-3.3851468048359217
2026-09-08,AMRUTAJAN HEALTH LTD          ,AMRUTANJAN,EQ,N,500.3,503.0,503.85,493.0,500.45,501.0,0.02998201079351934,10.850000000000023,2.1686987807315656,-0.5069582504970201
2026-09-08,ANAND RATHI WEALTH LTD        ,ANANDRATHI,EQ,N,2224.0,2235.0,2235.0,2202.9,2229.5,2231.5,0.24730215827338128,32.09999999999991,1.4433453237410032,-0.24608501118568235
